pwsid,pwsname,fips,location_state_name,location_state_abbrev,primacytype,primacyagency,eparegion,primarysource,populationservedcount,serviceconnectionscount,pwstype
"MI0003747","LAKETOWN TOWNSHIP",26005,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",2628,94,"Community water system"
"MI0003749","SPRINGS/PORTSMOUTH APARTMENTS",26125,"Michigan","MI","State","Michigan","Region 5","Ground water",3200,1290,"Community water system"
"MI0003750","LAKEVIEW",26117,"Michigan","MI","State","Michigan","Region 5","Ground water",1007,487,"Community water system"
"MI0003760","LANSING BOARD OF WATER & LIGHT",26065,"Michigan","MI","State","Michigan","Region 5","Ground water",166000,107573,"Community water system"
"MI0003770","LANSING TOWNSHIP",26065,"Michigan","MI","State","Michigan","Region 5","Ground water",5500,2460,"Community water system"
"MI0003780","LAPEER, CITY OF",26087,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",8841,3400,"Community water system"
"MI0003794","LARKIN TOWNSHIP",26111,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",3184,956,"Community water system"
"MI0003800","LATHRUP VILLAGE",26125,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",4075,1780,"Community water system"
"MI0003810","LAURIUM",26061,"Michigan","MI","State","Michigan","Region 5","Ground water purchased",2268,899,"Community water system"
"MI0003820","LAWRENCE",26159,"Michigan","MI","State","Michigan","Region 5","Ground water",1045,402,"Community water system"
"MI0003830","LAWTON",26159,"Michigan","MI","State","Michigan","Region 5","Ground water",1900,490,"Community water system"
"MI0003836","LENOX TOWNSHIP",26099,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",3000,175,"Community water system"
"MI0003837","LEONI TOWNSHIP",26075,"Michigan","MI","State","Michigan","Region 5","Ground water",2317,477,"Community water system"
"MI0003840","LESLIE, CITY OF",26065,"Michigan","MI","State","Michigan","Region 5","Ground water",2089,700,"Community water system"
"MI0003850","LEXINGTON, VILLAGE OF",26151,"Michigan","MI","State","Michigan","Region 5","Surface water",1178,568,"Community water system"
"MI0003856","WORTH TOWNSHIP",26151,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",3703,1500,"Community water system"
"MI0003870","LINCOLN PARK",26163,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",38144,15800,"Community water system"
"MI0003880","CRYSTAL FALLS TOWNSHIP - LIND",26071,"Michigan","MI","State","Michigan","Region 5","Ground water",990,420,"Community water system"
"MI0003890","LINDEN, CITY OF",26049,"Michigan","MI","State","Michigan","Region 5","Ground water",4004,765,"Community water system"
"MI0003910","LINWOOD METROPOLITAN DISTRICT",26017,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",909,384,"Community water system"
"MI0003920","LITCHFIELD",26059,"Michigan","MI","State","Michigan","Region 5","Ground water",1310,563,"Community water system"
"MI0003927","LITTLE TRAVERSE TOWNSHIP",26047,"Michigan","MI","State","Michigan","Region 5","Ground water",1102,423,"Community water system"
"MI0003929","LIVINGSTON COMMUNITY WATER AUTHORITY",26093,"Michigan","MI","State","Michigan","Region 5","Ground water",1682,15,"Community water system"
"MI0003930","LIVONIA",26163,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",96942,38300,"Community water system"
"MI0003940","LOCH ALPINE SANITARY AUTHORITY",26161,"Michigan","MI","State","Michigan","Region 5","Ground water",1506,538,"Community water system"
"MI0003943","LOCKPORT TOWNSHIP",26149,"Michigan","MI","State","Michigan","Region 5","Ground water",1750,700,"Community water system"
"MI0003950","LOWELL",26081,"Michigan","MI","State","Michigan","Region 5","Ground water",3783,1446,"Community water system"
"MI0003955","LOWELL TOWNSHIP",26081,"Michigan","MI","State","Michigan","Region 5","Ground water purchased",1734,542,"Community water system"
"MI0003960","LUDINGTON, CITY OF",26105,"Michigan","MI","State","Michigan","Region 5","Surface water",8357,3174,"Community water system"
"MI0003967","LYONS",26067,"Michigan","MI","State","Michigan","Region 5","Ground water",738,314,"Community water system"
"MI0003968","LYON TOWNSHIP",26125,"Michigan","MI","State","Michigan","Region 5","Ground water",9390,1403,"Community water system"
"MI0003980","MACKINAW CITY, VILLAGE OF",26047,"Michigan","MI","State","Michigan","Region 5","Ground water",897,550,"Community water system"
"MI0003990","MACOMB TOWNSHIP",26099,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",87433,24052,"Community water system"
"MI0004000","MADISON HEIGHTS",26125,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",29694,11081,"Community water system"
"MI0004006","MADISON TOWNSHIP",26091,"Michigan","MI","State","Michigan","Region 5","Ground water",3480,1160,"Community water system"
"MI0004010","MANCELONA AREA WATER AND SEWER AUTHORITY",26009,"Michigan","MI","State","Michigan","Region 5","Ground water",3380,1300,"Community water system"
"MI0004020","MANCHESTER",26161,"Michigan","MI","State","Michigan","Region 5","Ground water",2250,700,"Community water system"
"MI0004030","MANISTEE, CITY OF",26101,"Michigan","MI","State","Michigan","Region 5","Ground water",6586,2800,"Community water system"
"MI0004040","MANISTIQUE",26153,"Michigan","MI","State","Michigan","Region 5","Surface water",3874,1500,"Community water system"
"MI0004050","MANTON, CITY OF",26165,"Michigan","MI","State","Michigan","Region 5","Ground water",1221,511,"Community water system"
"MI0004060","MAPLE RAPIDS, VILLAGE OF",26037,"Michigan","MI","State","Michigan","Region 5","Ground water",643,270,"Community water system"
"MI0004070","MARCELLUS",26027,"Michigan","MI","State","Michigan","Region 5","Ground water",1198,470,"Community water system"
"MI0004090","MARINE CITY",26147,"Michigan","MI","State","Michigan","Region 5","Surface water",4652,2000,"Community water system"
"MI0004098","MHOG SEWER & WATER AUTHORITY",26093,"Michigan","MI","State","Michigan","Region 5","Ground water",13944,4295,"Community water system"
"MI0004100","MARION, VILLAGE OF",26133,"Michigan","MI","State","Michigan","Region 5","Ground water",872,451,"Community water system"
"MI0004110","MARLETTE, CITY OF",26151,"Michigan","MI","State","Michigan","Region 5","Ground water",1875,700,"Community water system"
"MI0004120","MARQUETTE",26103,"Michigan","MI","State","Michigan","Region 5","Surface water",21000,5708,"Community water system"
"MI0004140","MARQUETTE TOWNSHIP",26103,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",2700,770,"Community water system"
"MI0004150","MARSHALL",26025,"Michigan","MI","State","Michigan","Region 5","Ground water",7088,2615,"Community water system"
"MI0004155","MARTIN",26005,"Michigan","MI","State","Michigan","Region 5","Ground water",785,53,"Community water system"
"MI0004160","MARYSVILLE, CITY OF",26147,"Michigan","MI","State","Michigan","Region 5","Surface water",9959,2296,"Community water system"
"MI0004170","MASON, CITY OF",26065,"Michigan","MI","State","Michigan","Region 5","Ground water",8252,3200,"Community water system"
"MI0004177","MATTAWAN",26159,"Michigan","MI","State","Michigan","Region 5","Ground water",2037,665,"Community water system"
"MI0004180","MAYVILLE, VILLAGE OF",26157,"Michigan","MI","State","Michigan","Region 5","Ground water",950,408,"Community water system"
"MI0004190","MCBAIN, CITY OF",26113,"Michigan","MI","State","Michigan","Region 5","Ground water",656,255,"Community water system"
"MI0004220","MELVINDALE",26163,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",10715,3880,"Community water system"
"MI0004230","MEMPHIS, CITY OF",26147,"Michigan","MI","State","Michigan","Region 5","Ground water",1180,479,"Community water system"
"MI0004240","MENDON",26149,"Michigan","MI","State","Michigan","Region 5","Ground water",920,365,"Community water system"
"MI0004250","MENOMINEE",55029,"Wisconsin","WI","State","Michigan","Region 5","Surface water",8800,3960,"Community water system"
"MI0004260","MERIDIAN TOWNSHIP",26065,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",39685,13060,"Community water system"
"MI0004276","MERRILL, VILLAGE OF",26145,"Michigan","MI","State","Michigan","Region 5","Ground water",695,210,"Community water system"
"MI0004280","MERRITT TOWNSHIP",26017,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",1373,528,"Community water system"
"MI0004312","METAMORA, VILLAGE OF",26087,"Michigan","MI","State","Michigan","Region 5","Ground water",565,219,"Community water system"
"MI0004340","MICHIGAN STATE UNIVERSITY",26065,"Michigan","MI","State","Michigan","Region 5","Ground water",13900,300,"Community water system"
"MI0004360","MIDDLEVILLE",26015,"Michigan","MI","State","Michigan","Region 5","Ground water",3261,1088,"Community water system"
"MI0004370","MIDLAND, CITY OF",26111,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",41706,18111,"Community water system"
"MI0004375","MIDLAND CO., WATER DIST. NO. 1 OF",26111,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",10688,2686,"Community water system"
"MI0004377","MIDLAND CHARTER TOWNSHIP",26111,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",1451,535,"Community water system"
"MI0004380","MILAN",26115,"Michigan","MI","State","Michigan","Region 5","Ground water",7363,1900,"Community water system"
"MI0004390","MILFORD, VILLAGE OF",26125,"Michigan","MI","State","Michigan","Region 5","Ground water",6366,2349,"Community water system"
"MI0004400","MILLINGTON, VILLAGE OF",26157,"Michigan","MI","State","Michigan","Region 5","Ground water",1072,481,"Community water system"
"MI0004403","MILLPOINTE OF HARTLAND",26093,"Michigan","MI","State","Michigan","Region 5","Ground water",724,206,"Community water system"
"MI0004440","MONITOR TOWNSHIP",26017,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",4977,2013,"Community water system"
"MI0004450","MONROE",26115,"Michigan","MI","State","Michigan","Region 5","Surface water",48726,15071,"Community water system"
"MI0004455","MONROE SOUTH COUNTY",26115,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",33816,11272,"Community water system"
"MI0004470","MONTAGUE",26121,"Michigan","MI","State","Michigan","Region 5","Ground water",2479,1288,"Community water system"
"MI0004480","MONTROSE, CITY OF",26049,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",1657,650,"Community water system"
"MI0004490","MORENCI",26091,"Michigan","MI","State","Michigan","Region 5","Ground water",2220,892,"Community water system"
"MI0004510","MOUNT CLEMENS, CITY OF",26099,"Michigan","MI","State","Michigan","Region 5","Surface water",18405,5880,"Community water system"
"MI0004520","MOUNT MORRIS, CITY OF",26049,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",3086,1196,"Community water system"
"MI0004530","MOUNT PLEASANT, CITY OF",26073,"Michigan","MI","State","Michigan","Region 5","Surface water",26084,5618,"Community water system"
"MI0004550","MUIR",26067,"Michigan","MI","State","Michigan","Region 5","Ground water",644,266,"Community water system"
"MI0004560","MUNISING",26003,"Michigan","MI","State","Michigan","Region 5","Ground water",2783,986,"Community water system"
"MI0004570","MUSKEGON",26121,"Michigan","MI","State","Michigan","Region 5","Surface water",37213,13139,"Community water system"
"MI0004577","MUSK CO NORTHSIDE WATER SYSTEM",26121,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",5612,1650,"Community water system"
"MI0004580","MUSKEGON HEIGHTS",26121,"Michigan","MI","State","Michigan","Region 5","Surface water",10856,5124,"Community water system"
"MI0004590","MUSKEGON CO EASTSIDE WATER SYSTEM",26121,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",6693,2616,"Community water system"
"MI0004620","NASHVILLE",26015,"Michigan","MI","State","Michigan","Region 5","Ground water",1628,633,"Community water system"
"MI0004647","NAZARENE CAMP",26077,"Michigan","MI","State","Michigan","Region 5","Ground water",610,60,"Community water system"
"MI0004650","NEGAUNEE",26103,"Michigan","MI","State","Michigan","Region 5","Ground water purchased",4568,1700,"Community water system"
"MI0004655","NEGAUNEE TOWNSHIP",26103,"Michigan","MI","State","Michigan","Region 5","Ground water",982,457,"Community water system"
"MI0004670","NEW BALTIMORE, CITY OF",26099,"Michigan","MI","State","Michigan","Region 5","Surface water",12720,1970,"Community water system"
"MI0004680","NEW BUFFALO",26021,"Michigan","MI","State","Michigan","Region 5","Surface water",1940,1700,"Community water system"
"MI0004685","NEW BUFFALO TOWNSHIP",26021,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",1380,995,"Community water system"
"MI0004690","NEW HAVEN, VILLAGE OF",26099,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",4700,1192,"Community water system"
"MI0004700","NEW LOTHROP, VILLAGE OF",26155,"Michigan","MI","State","Michigan","Region 5","Ground water",610,260,"Community water system"
"MI0004710","NEWAYGO",26123,"Michigan","MI","State","Michigan","Region 5","Ground water",1976,609,"Community water system"
"MI0004720","NEWBERRY WATER & LIGHT",26095,"Michigan","MI","State","Michigan","Region 5","Ground water",2000,877,"Community water system"
"MI0004730","NEWBERRY CORRECTIONAL FACILITY",26095,"Michigan","MI","State","Michigan","Region 5","Ground water",1001,25,"Community water system"
"MI0004740","NILES",26021,"Michigan","MI","State","Michigan","Region 5","Ground water",14215,5000,"Community water system"
"MI0004750","NILES TOWNSHIP",26021,"Michigan","MI","State","Michigan","Region 5","Ground water",2270,630,"Community water system"
"MI0004760","PENNFIELD TOWNSHIP",26025,"Michigan","MI","State","Michigan","Region 5","Ground water",3619,350,"Community water system"
"MI0004770","NORTH BRANCH, VILLAGE OF",26087,"Michigan","MI","State","Michigan","Region 5","Ground water",1033,428,"Community water system"
"MI0004780","NORTH MUSKEGON",26121,"Michigan","MI","State","Michigan","Region 5","Surface water purchased",3786,1615,"Community water system"
"MI0004800","MICHIGAN-AMERICAN WATER CO",26061,"Michigan","MI","State","Michigan","Region 5","Ground water",3717,3599,"Community water system"
"MI0004810","NORTHPORT, VILLAGE OF",26089,"Michigan","MI","State","Michigan","Region 5","Ground water",526,340,"Community water system"
